,timestamp,front_cam_ts,back_cam_ts,lidar_ts,tx,ty,tz,qx,qy,qz,qw
1547,1681219275263947,1681219275305043,1681219275245539,1681219275263947,-51.45014378657368,68.91532480802827,-0.09918559105163129,-0.01672633347781666,-0.0045441117736400765,0.9153317243970989,0.4023274973560857
1602,1681219280811342,1681219280805520,1681219280783136,1681219280811342,-54.92643707842855,72.52619563284269,-0.06362344496446569,-0.01501638562620368,-0.0025046062661187377,0.9213956935368208,0.38832745337147856
1657,1681219286358731,1681219286406000,1681219286332446,1681219286358731,-58.46193217724804,76.03020305225091,-0.11352036404835086,-0.01997125136368343,0.002910960462054904,0.9240507735934343,0.38173661502341094
1708,1681219291502712,1681219291489727,1681219291529772,1681219291502712,-61.994222466167905,79.5672859550885,-0.285983962234561,-0.0206609210421204,0.0037982791133319336,0.9214950650032365,0.3878215370401059
1763,1681219297050161,1681219297073451,1681219297060510,1681219297050161,-65.70572715418433,82.85901396054096,-0.40792670693462313,-0.0233635028002036,0.008275600093263126,0.930713955314232,0.3649071040187333
1816,1681219302395878,1681219302407305,1681219302400292,1681219302395878,-69.35163239062511,86.26127794118224,-0.4682551104889912,-0.02410900694377338,0.014248113875623676,0.9273410333492653,0.3731679982285316
1871,1681219307943361,1681219307991028,1681219307946210,1681219307943361,-73.00175331624072,89.72827608454449,-0.6642254802951367,-0.030371203706923387,0.015032491857189072,0.9248093174228759,0.3789186463896844
1926,1681219313490798,1681219313508268,1681219313508693,1681219313490799,-76.62077585282064,93.28743232291399,-0.8640181417354923,-0.025508919797806673,0.022500648288025844,0.921180273337279,0.3876466430289619
1979,1681219318836694,1681219318875367,1681219318832488,1681219318836694,-80.09715469057842,96.8494010627452,-1.0896269173085429,-0.026287138582140268,0.025096936379592354,0.9185358844920104,0.3936635099040834
2032,1681219324182672,1681219324192468,1681219324210749,1681219324182673,-83.52873662111124,100.48328687643657,-1.2679188316932988,-0.022954047909167517,0.026473579444563727,0.9164506747444845,0.39861061455555286
2084,1681219329427047,1681219329392812,1681219329418732,1681219329427047,-86.97084976139726,104.12455946384804,-1.4235004919766236,-0.021272580427673424,0.030008973291238656,0.9147002351704275,0.40245548651138846
2145,1681219335579622,1681219335593439,1681219335557536,1681219335579622,-90.88544450261118,107.21456271511748,-1.6268916901587058,-0.021317811340572503,0.02953766240430091,0.984596184914004,0.17100710532643443
2200,1681219341127125,1681219341127187,1681219341095472,1681219341127125,-95.73985440138942,108.10506416937284,-1.7786624175766614,-0.01848533607296332,0.030937070950275397,0.997410822954908,-0.06223214799201877
2256,1681219346775474,1681219346811016,1681219346768936,1681219346775474,-100.32514545220334,106.12765953831628,-1.637575311805959,-0.00622477027048942,0.037375966652324594,0.9511566642390736,-0.3063744268464367
2310,1681219352221925,1681219352211493,1681219352252803,1681219352221925,-104.1991628542868,103.09258014051107,-1.4584699322519818,-0.012413426484149875,0.02729322689109578,0.9414231081533485,-0.33589212262820733
2365,1681219357769584,1681219357728597,1681219357785518,1681219357769584,-108.00698535947492,99.78758233993834,-1.263099061546734,-0.00412984786567337,0.02953982767891093,0.9288584416378205,-0.36923209277562313
2418,1681219363115095,1681219363095710,1681219363107278,1681219363115095,-111.66222054728478,96.36416676780456,-1.2446935645653707,-0.014516598442746748,0.030541776149669558,0.923515313650693,-0.3820679700418993
2470,1681219368359933,1681219368396180,1681219368384936,1681219368359933,-115.04746696062172,92.76903635294782,-1.099858472979842,-0.009334178353207908,0.017227593441259913,0.9064476947239783,-0.4218633189414296
2540,1681219375420305,1681219375396703,1681219375387333,1681219375420305,-117.46474540218476,88.39354170025065,-1.0731770485110284,0.014730226184284432,-0.01985630069058606,-0.8030858519826729,0.5953502012300902
2600,1681219381472072,1681219381513935,1681219381468141,1681219381472072,-117.58376257337083,83.39961241991408,-0.6708620730953423,0.019510612183748405,-0.019290877836452804,-0.6500064964842124,0.7594331784777606
2656,1681219387120354,1681219387114430,1681219387138905,1681219387120354,-115.69092269430696,78.57518366193433,-0.8258437874441984,0.02625841349457458,-0.01731642522134085,-0.5064019545865454,0.8617236781760312
2711,1681219392667900,1681219392698153,1681219392664665,1681219392667900,-112.21153776232369,74.88271574549641,-0.3713483764398543,0.02704892478864873,-0.014632375277364424,-0.40182965340442894,0.9151978905714307
2764,1681219398013998,1681219398015265,1681219398018572,1681219398013999,-108.81634784671427,71.2884228297854,-0.42698957102449303,0.02287034925831236,-0.004704074906585253,-0.4133000137116866,0.9102955110676949
2817,1681219403360386,1681219403315737,1681219403355120,1681219403360386,-105.50175886306602,67.5314947988664,-0.33494608167664447,0.025340911256429843,0.0027218109126591,-0.40988860939217586,0.9117794458379712
2875,1681219409209272,1681219409199598,1681219409221331,1681219409209272,-102.15542782307496,63.87152334374856,-0.3123038007056883,0.03244101111466562,0.007742012041182992,-0.40867690664534945,0.9120695302564387
2926,1681219414353359,1681219414316704,1681219414362467,1681219414353359,-98.85373935088627,60.12814705314708,-0.4164167346420688,0.02877855788198832,0.004534140865849439,-0.3829426130132313,0.9233126184080017
2979,1681219419699026,1681219419717195,1681219419694632,1681219419699026,-95.33499247983904,56.58421286704944,-0.5241762053318065,0.03650309219098834,0.008525480226481618,-0.38906361420631536,0.9204479043097024
3031,1681219424943827,1681219424917545,1681219424968948,1681219424943827,-91.63669471405724,53.19626212890366,-0.6328675237009116,0.03228622313753495,0.0023614162153055424,-0.35902776436258205,0.9327652909096573
3082,1681219430087994,1681219430084644,1681219430058758,1681219430087994,-87.95133047004963,49.825821038483774,-0.4186556304120768,0.02164714001422001,0.0017357156051626612,-0.36218538902930114,0.9318530638433488
3137,1681219435635303,1681219435601756,1681219435642570,1681219435635303,-84.27804947929219,46.43322471642502,-0.45633371074893536,0.02557229981318527,0.003924322235548113,-0.3717092568522311,0.9279886236089416
3191,1681219441081856,1681219441085612,1681219441089914,1681219441081856,-80.67125009092585,42.93317628941044,-0.4299370446126661,0.026438775015453157,0.009232866670202596,-0.37661354878618153,0.9259470720399795
3246,1681219446629306,1681219446602714,1681219446650730,1681219446629306,-77.07845439497619,39.31361703677697,-0.6818493036763641,0.024865119151554194,0.01464139181437876,-0.4101466131929481,0.9115630045047195
3301,1681219452177433,1681219452203222,1681219452180978,1681219452177433,-73.69053711568564,35.46039348308785,-0.7984514958787219,0.027792865942147388,0.016554134543111238,-0.420981707450479,0.9064920955112237
3359,1681219458026731,1681219458003698,1681219458050907,1681219458026731,-70.40536997178985,31.685476450534143,-1.1969267693899348,0.03516921253731378,0.02541756129714296,-0.4219609779761847,0.9055749594222406
3412,1681219463372478,1681219463420801,1681219463401597,1681219463372478,-67.17714591118721,27.866568394608475,-1.4336255613087043,0.03553331810613205,0.02302553634872706,-0.4044114101878428,0.9135965298150504
3462,1681219468415584,1681219468404650,1681219468405423,1681219468415584,-63.63999412406849,24.292450079359934,-1.6135001602327874,0.04582842110151053,0.02592400300615594,-0.3913320963692892,0.9187420161496352
3516,1681219473862280,1681219473905010,1681219473864983,1681219473862280,-60.158325667416086,20.699564197568822,-1.868806317043664,0.0475513139651151,0.024238795384270147,-0.39804531306280583,0.9158118158700744
3568,1681219479107044,1681219479088862,1681219479129062,1681219479107044,-56.73657479265831,17.108314692388966,-2.170267645654699,0.040274372822141614,0.026559188185633954,-0.3929148020306478,0.9183085226447155
3622,1681219484553640,1681219484589348,1681219484555122,1681219484553640,-53.23491205346328,13.572437871139725,-2.430754126468257,0.046578768489436394,0.022926756808282385,-0.38693179171074,0.9206457357267117
3676,1681219490000177,1681219490006457,1681219490014137,1681219490000177,-49.55463357388143,10.098923823461057,-2.5965146406765687,0.030246120781795328,0.02233560479340576,-0.3587163329644661,0.9326890614779889
3730,1681219495446755,1681219495406948,1681219495416657,1681219495446755,-45.46273194633057,7.117438255064152,-2.7187654199034905,0.03306540492051204,0.013449158999223953,-0.29505069660820915,0.9548145817647878
3786,1681219501095182,1681219501107307,1681219501094116,1681219501095182,-40.898670114717135,5.136360498127791,-2.712093530017997,0.037622391637286416,0.01656075445334617,0.011547717503354312,0.9990880578206753
3849,1681219507449419,1681219507407935,1681219507420927,1681219507449419,-36.404919831385406,7.24966263103319,-2.5812669845557847,0.03463328663512231,0.007596500115210552,0.3835320545037378,0.9228466783875808
3906,1681219513198607,1681219513191681,1681219513190543,1681219513198607,-32.84982830954255,10.853291567417088,-2.411476878940257,0.030371196526049925,0.0020667158499023622,0.38433294261011886,0.9226925318500301
3965,1681219519149466,1681219519108921,1681219519166637,1681219519149466,-29.176822627413433,14.242019889389365,-2.155598942004082,0.03804671446529228,0.00649700107924222,0.3561010819324269,0.9336499643559829
4020,1681219524696942,1681219524692663,1681219524707013,1681219524696942,-25.641200237663153,17.81592480136583,-1.9355952097850129,0.03382967485641576,0.002723000321119851,0.3882360864100249,0.9209347857353352
4073,1681219530042694,1681219529993144,1681219530052085,1681219530042694,-22.060215033346825,21.354742140854007,-1.6870674296931318,0.03688061940445282,0.0024297541442288755,0.3828448391749779,0.9230729902473735
4128,1681219535590116,1681219535610269,1681219535592153,1681219535590116,-18.22444552959994,24.542371452629972,-1.5784261104729815,0.038739762320484976,0.013753171422477627,0.20869503734858155,0.9771164017031185
4186,1681219541440110,1681219541410755,1681219541458934,1681219541440111,-13.779389631714848,26.881450702428772,-1.4612498107573568,0.04051252548975536,-0.0039157161548392366,0.477847130434268,0.8774995854022793
4319,1681219554854874,1681219554811928,1681219554858416,1681219554854874,-18.713036369227783,25.883875784222862,-1.4484987609031543,-0.025762323953362767,-0.03114768943730249,0.8749459040216911,-0.4825306095398558
4375,1681219560503146,1681219560512396,1681219560524128,1681219560503146,-21.67354903838266,21.979160999966822,-1.64341973968944,-0.019004678408172687,-0.031707471023142905,0.947933742130852,-0.31631484158938494
4427,1681219565747998,1681219565796254,1681219565738907,1681219565747999,-25.44666053237197,18.721042383809035,-1.9042844553628795,-0.025095696230651852,-0.022575144787373966,0.9337109523900153,-0.3564329197134554
4484,1681219571497196,1681219571513370,1681219571483338,1681219571497196,-29.1470013207544,15.357638491570903,-2.1392844721433275,-0.026540324147337743,-0.023054132892288665,0.930912687848083,-0.3635459884996621
4544,1681219577549465,1681219577513870,1681219577549889,1681219577549465,-32.78338470993628,12.042072391534363,-2.2820044570392484,-0.027841954074389372,-0.023284759745164647,0.9315899266839938,-0.3616944208276386
4600,1681219583197281,1681219583214368,1681219583222581,1681219583197281,-36.32750508328082,8.588525733267637,-2.5285107249003,-0.02872473134652124,-0.019030269442835823,0.9192776645968782,-0.3920986024296861
4652,1681219588442102,1681219588414861,1681219588425325,1681219588442102,-39.8432539444596,4.978963617091107,-2.668699220589801,-0.02232548618370003,-0.02135323180920467,0.921131777299472,-0.38802301607904655
4707,1681219593989570,1681219593998591,1681219594019550,1681219593989570,-43.33803411357562,1.3980306810456864,-2.852683423637471,-0.018794210190211127,-0.018171405057262446,0.9225175821960536,-0.3850686799010255
4760,1681219599335268,1681219599315844,1681219599362482,1681219599335268,-46.91986071715231,-2.1229604232015404,-2.968572419364466,-0.013605806544185204,-0.01594312620176134,0.9249299200266036,-0.3795594048298335
4810,1681219604378441,1681219604399561,1681219604371569,1681219604378441,-50.46923451107399,-5.601690147788888,-2.961017357221736,-0.00679483204129457,-0.010653062484468798,0.9340511550620695,-0.3569156514422512
4865,1681219609925848,1681219609916673,1681219609910555,1681219609925848,-54.147307107422314,-8.8667381117236,-2.86920479981088,-0.004463462032551956,-0.010221900219320672,0.9404511829495117,-0.33974573249925355
4917,1681219615170736,1681219615217161,1681219615180780,1681219615170736,-57.905131604518346,-12.107924217581264,-2.966215759599436,-0.009240853340679917,-0.003054873249918409,0.9414524930719212,-0.3370051597047537
4968,1681219620314826,1681219620317514,1681219620316808,1681219620314827,-61.77122235244938,-15.31237930757352,-3.011189066281143,-0.00793859460267375,-0.0038443390707149,0.943348793322998,-0.33168547437125945
5021,1681219625661347,1681219625701373,1681219625662970,1681219625661347,-65.4829282090386,-18.628234184327347,-2.8322703432790055,0.0026985746287138263,0.004341848795499994,0.9333800179243741,-0.3588531847197484
5075,1681219631107006,1681219631101860,1681219631120826,1681219631107006,-69.18908241934618,-22.013688528051848,-2.8156329566993334,-0.008282781254153913,0.00024954796697803776,0.9340738411104342,-0.35698374278628897
5129,1681219636553609,1681219636602365,1681219636522818,1681219636553609,-72.73975701536291,-25.491953337211697,-2.85817071639634,-0.012829372629736708,-0.0020426611026443534,0.9205073521445228,-0.3905092180492372
5180,1681219641697586,1681219641702718,1681219641671689,1681219641697586,-76.1440831360468,-29.19084944679716,-2.875116503748639,-0.017521160451630637,0.0016238156431657796,0.9191304018897518,-0.39356025775117126
5234,1681219647144188,1681219647103202,1681219647128661,1681219647144188,-79.6594656073445,-32.70999277393237,-3.030086217260297,-0.022088007397661032,0.00010978677601166395,0.9230669856262252,-0.3840044894568016
5286,1681219652389135,1681219652420314,1681219652396082,1681219652389135,-83.16562776489204,-36.27388002144322,-3.101678356256711,-0.02253780914671879,0.002676386360296448,0.9247457110732548,-0.3799082178191689
5341,1681219657936671,1681219657904173,1681219657956727,1681219657936671,-86.74232989216902,-39.820208355641434,-3.06767790952564,-0.015176621861814892,0.004472463624256277,0.9271596977092164,-0.3743321548594878
5400,1681219663887432,1681219663904684,1681219663874459,1681219663887432,-89.77513462376936,-43.53279482790344,-3.055701962570565,-0.02085010199439861,0.00803942859718575,0.8772180163664086,-0.4795718847022177
5449,1681219668829662,1681219668805027,1681219668796867,1681219668829662,-92.91599740293856,-47.41741375456117,-3.157249612822187,-0.022080825740328925,0.011803033625130388,0.9375924583724077,-0.34683354442016445
5501,1681219674074532,1681219674122139,1681219674087423,1681219674074532,-97.12452341840978,-50.05018282333055,-3.150127909068423,-0.013992337171331855,0.007798142788805526,0.9631714579287703,-0.2684104060965151
5560,1681219680025436,1681219680006022,1681219680049838,1681219680025436,-100.62454089610937,-53.634238637619525,-3.2275730591403735,-0.015115364053806252,0.007327338831313817,0.8930340247221165,-0.44967551252407567
5615,1681219685572939,1681219685606511,1681219685571216,1681219685572939,-103.17716857160144,-57.76391462472511,-2.8818057787814313,0.015473147665186952,-0.006635539309483782,-0.8279282557738306,0.5605812649480055
5671,1681219691221204,1681219691173627,1681219691222563,1681219691221204,-103.34637849205507,-62.85157345087489,-2.7711654801096435,0.015472678616482683,0.00032734613065301657,-0.5453287896921438,0.8380793519672488
5726,1681219696768632,1681219696807496,1681219696764539,1681219696768632,-100.76187541356612,-67.25926654459134,-2.708468086939299,0.014119082662067656,-0.004213073588050479,-0.47892220620845294,0.8777336850754626
5780,1681219702215215,1681219702191235,1681219702243208,1681219702215215,-98.1061333408418,-71.40250798686442,-2.5305738424851527,0.01831122871269637,0.00670223565265008,-0.48023467928871527,0.8769232758621202
5835,1681219707763108,1681219707808486,1681219707791363,1681219707763109,-95.15117328342264,-75.43840520527911,-2.5171457814854765,0.017659784343276797,-0.0070951993561308045,-0.42333433865987913,0.905773607406646
5886,1681219712906962,1681219712925591,1681219712921411,1681219712906962,-91.98072376604112,-79.3086876782288,-2.4538633690994978,0.014921621437314344,0.0007920029930102508,-0.43041246019690943,0.9025086326746045
5939,1681219718252413,1681219718209341,1681219718256288,1681219718252413,-88.7647236346289,-83.12669843115843,-2.3020252743395284,0.01431983343734986,-0.001055772268597472,-0.40537687139152434,0.9140368810152373
5991,1681219723497245,1681219723509820,1681219723468861,1681219723497245,-85.43715962381225,-86.83042024744167,-2.2426763750966323,0.004327474095878306,0.0006823246981012834,-0.4095593215023646,0.9122729687826328
6045,1681219728943879,1681219728910309,1681219728918841,1681219728943879,-82.24471310443529,-90.65178230536856,-2.1982958145631604,0.008732228959250611,-0.007805846254361555,-0.5281566636295958,0.8490661668005094
6106,1681219735096469,1681219735094078,1681219735121029,1681219735096469,-82.37423923435661,-95.64056909078823,-2.104410440798984,0.015575050575329895,-0.003450566092486301,-0.8436093527875814,0.536720384634807
6160,1681219740543063,1681219740511313,1681219740530176,1681219740543063,-85.57516047185442,-99.47165779768527,-2.115665419668857,-0.01472963058193605,0.004054666459570566,0.9311794740825972,-0.3642408333919733
6215,1681219746090502,1681219746095050,1681219746064445,1681219746090502,-89.03679038776689,-103.01341892727626,-2.1933994178198475,-0.018370182016185684,0.009010208481303529,0.9273399880557133,-0.3736601385064311
6266,1681219751234506,1681219751212157,1681219751204823,1681219751234506,-92.58070973912065,-106.57095058689114,-2.05461440270138,-0.017487706184465525,0.006288545723883164,0.9247049720226616,-0.3802306524225175
6321,1681219756781978,1681219756779277,1681219756753330,1681219756781978,-96.20597013121395,-110.10951416181648,-2.073679746479577,-0.015640425566900405,0.004652764907890005,0.9284206121738282,-0.37117232622809126
6373,1681219762026844,1681219761996393,1681219762035663,1681219762026844,-99.81942025610407,-113.60379700128485,-2.1896097084172195,-0.017205694768516352,0.00788112226197435,0.9297991926889406,-0.3675803493855714
6426,1681219767372898,1681219767413648,1681219767353325,1681219767372898,-103.48750268721857,-117.05477250694116,-2.1361601768941942,-0.017317318816250184,0.00834776946787814,0.9313594570567123,-0.3635931613286389
6480,1681219772819145,1681219772813997,1681219772815134,1681219772819145,-107.05575592437836,-120.55888748313173,-2.217455470027936,-0.016546977771688984,0.010657139719776538,0.8900003509272365,-0.4555348485560816
6544,1681219779274361,1681219779297946,1681219779303277,1681219779274361,-107.11462525745247,-125.52812678093979,-2.0020079075914046,0.013318468556190713,-0.001200052017748772,-0.5142333669502249,0.8575460469184775
6600,1681219784922649,1681219784915133,1681219784896512,1681219784922649,-104.057279840005,-129.45196459821128,-1.9039576008197456,0.0118635946086036,-0.002128405457700815,-0.3961083584863294,0.9181246611165806
6654,1681219790369318,1681219790415504,1681219790369839,1681219790369318,-100.44209285407715,-132.94360757714844,-1.7289404547758762,0.030080313046500117,-0.006879686905750509,-0.3800283682786045,0.9244599958779203
6706,1681219795614122,1681219795615992,1681219795640158,1681219795614122,-96.84608736729888,-136.40919121647931,-1.792559126570524,0.036504288790727125,-0.006152245782215913,-0.36536103842020334,0.930129506238905
6761,1681219801162107,1681219801199864,1681219801168937,1681219801162107,-92.97688344487587,-139.51265240631474,-1.675030167702844,0.03187113205341494,-0.013539443092914346,-0.2004228267004524,0.9790973419225322
6819,1681219807011623,1681219807017019,1681219807011888,1681219807011623,-87.99659414722812,-139.44093458976616,-1.619890257010958,0.03707721153054597,-0.005878916355243585,0.1625164756855974,0.9859914370106568
6873,1681219812458330,1681219812417479,1681219812470089,1681219812458330,-83.76837712367808,-136.78076187743517,-1.1794568342704437,0.02881694671621688,-0.01815729774822629,0.353209176674358,0.9349241539469709
6928,1681219818005772,1681219818017978,1681219817982570,1681219818005772,-80.15450185690041,-133.37444844344958,-0.6118441025975752,0.03464575862406712,-0.02076518571286012,0.36580095478128144,0.929816186110339
6980,1681219823250527,1681219823218474,1681219823267560,1681219823250527,-76.49964803451876,-130.04066405673044,-0.33284898721042727,0.031166321919507037,-0.007908392057700636,0.3499378240128666,0.9362209338816408
7032,1681219828495386,1681219828502217,1681219828485081,1681219828495386,-72.69455392958383,-126.7444063497246,-0.0016391516308857934,0.031115032485457966,-0.008870562093509966,0.3495693569914188,0.9363516607205756
7086,1681219833942002,1681219833902702,1681219833929049,1681219833942002,-68.85624834886207,-123.51081831493632,0.19552920982331587,0.031098300494951343,0.005038932721139211,0.34490717892993794,0.9381079590249458
7141,1681219839489420,1681219839486444,1681219839463126,1681219839489420,-64.8134663202102,-120.54653141443552,0.4631443171626527,0.02993365862171904,0.020047741488072784,0.27608860595720225,0.9604567381216887
7197,1681219845137794,1681219845103714,1681219845141600,1681219845137795,-60.29026040586682,-118.4553392986586,0.2005644154858972,0.0304067244069894,0.03049305342529614,0.11448331065615712,0.9924913986452707
7249,1681219850382688,1681219850404065,1681219850353876,1681219850382688,-55.455814773689866,-117.35983440925864,0.06992982532071501,0.030071253705381995,0.029610788937869545,0.16270337487150074,0.985772049048099
7303,1681219855829184,1681219855821179,1681219855825931,1681219855829184,-50.79935516099956,-115.56585542367864,-0.05866070215469044,0.03239451420552059,0.030885549843718985,0.19689382303913344,0.979402624414124
7353,1681219860872782,1681219860905043,1681219860883791,1681219860872783,-46.16978480589282,-113.79765763505476,-0.1198541590706582,0.03125902814860193,0.023601647180043567,0.17336793143486212,0.9840779419129314
7407,1681219866318948,1681219866288776,1681219866286191,1681219866318948,-41.614248497961405,-111.753434437439,-0.18233942026915984,0.030560336103707512,0.027073936987496217,0.24020877063959117,0.9698622656341681
7464,1681219872068087,1681219872089280,1681219872097056,1681219872068087,-37.45346670557326,-108.92736124884225,-0.18155738166353172,0.02653846705706228,0.019622792925932,0.35026956175535046,0.9360672464474771
7518,1681219877514656,1681219877506396,1681219877499792,1681219877514656,-33.6814679857928,-105.65235530555928,-0.13993530821875275,0.021379892795981844,0.020065984239221055,0.3725043497077368,0.9275671220506682
7568,1681219882557806,1681219882606919,1681219882571664,1681219882557806,-30.07756508139662,-102.21046382216105,-0.19984291925635037,0.015332707311060269,0.01817497292143683,0.3985757123189416,0.9168271265594548
7622,1681219888005909,1681219887974004,1681219887986820,1681219888005909,-26.536186465691856,-98.66808078705085,-0.21170994107359453,0.017789314221919802,0.023104536639378725,0.3971007314025505,0.9173116862908445
7675,1681219893350124,1681219893374502,1681219893328477,1681219893350124,-23.205727541851477,-94.90879364997592,-0.13630596501837555,0.021550066515191084,0.01967621868800593,0.4082244610952326,0.9124150538076624
7728,1681219898695848,1681219898708234,1681219898673327,1681219898695848,-19.770154164761244,-91.26439356889587,-0.24793763278867287,0.016248267722440493,0.02829701980889716,0.3791698330149752,0.9247515937792976
7782,1681219904142595,1681219904175489,1681219904125181,1681219904142595,-16.17937476596161,-87.63329189875941,-0.22868026312306408,0.02499815117477292,0.02157523253581573,0.40195569715112256,0.915063505614022
7836,1681219909589147,1681219909592600,1681219909601479,1681219909589147,-12.67491679508068,-83.97156599254046,-0.23882445953502984,0.021132605397369903,0.017703263596994128,0.3727823783200803,0.927509194488744
7890,1681219915035624,1681219915009718,1681219915003658,1681219915035625,-8.988638570003365,-80.53515162858494,-0.2682752099958915,0.02100299626159504,0.01971278327714199,0.3633917313505314,0.9311910276144024
7943,1681219920381340,1681219920410214,1681219920387094,1681219920381340,-5.2363381395909165,-77.17407844619238,-0.2178799564002117,0.015297453279355692,0.02158716101240508,0.35414883556327914,0.9348147328063265
7996,1681219925727109,1681219925710578,1681219925740178,1681219925727109,-1.484112182326823,-73.85946027070942,-0.30919240595822384,0.019134248826892332,0.0247887973438328,0.3514075105511146,0.935698753646891
8050,1681219931173664,1681219931211133,1681219931141898,1681219931173664,2.3818606598332286,-70.66068849749013,-0.3996302931338928,0.015542113066959696,0.017436330122323766,0.34400560088301185,0.9386770284152038
